material_id,material_name,DAC_potential_score,quick_rationale,source_1,source_2,source_3
NIST-MATDB-7754bbaf35839cdf229f1b0236a7060c,Activated Carbon-750-0.5,48,More activated/microporous carbon can modestly improve low-pressure CO2 uptake while keeping low-cost shaping and easy regeneration; still typically below chemisorbent performance at ppm.,https://rua.ua.es/server/api/core/bitstreams/def5f3a9-0b9c-4a22-895a-f1b36ecf3131/content,https://pubs.acs.org/doi/10.1021/acs.jpclett.3c02711,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/639b4458a2da4bcbc604f9ac/original/process-informed-adsorbent-design-guidelines-for-direct-air-capture.pdf
NIST-MATDB-7eaaa346f9da8b5cbfb9f57acfe66a67,NH4-Rho-ZMOF,60,Ultramicroporous ion-exchanged framework gives strong low-pressure CO2 affinity; humidity can compete for sites and large-scale shaping evidence is limited.,https://www.tandfonline.com/doi/pdf/10.1080/00032719.2012.679867,https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00630d,https://pubs.acs.org/doi/10.1021/cr5002589
NIST-MATDB-eb0ca85aeadcc6bcb7691c254c097e81,[CoII2Cl2(bbta)],50,"Triazolate MOF family is chemically robust, but CO2 capture at DAC-relevant partial pressures and humid-air cycling performance are not well established.",https://dspace.mit.edu/bitstream/handle/1721.1/128201/s41578-019-0140-1.pdf?isAllowed=y&sequence=2,https://pubs.rsc.org/en/content/articlepdf/2025/ce/d5ce00741k,https://pubs.rsc.org/en/content/articlehtml/2024/sc/d3sc06076d
NIST-MATDB-32e77061e4ee1bd3d6e0b2bddff41582,Chabazite,58,"Easily shaped, industrially compatible zeolite with good low-pressure CO2 selectivity; water co-adsorption can strongly reduce working capacity in humid air.",https://pubs.rsc.org/en/content/articlelanding/2022/ta/d2ta06413a,https://pmc.ncbi.nlm.nih.gov/articles/PMC8851587/,https://link.springer.com/article/10.1007/s10450-025-00599-3
NIST-MATDB-f53d2560f462316f1a8cb0d450be637b,SNS2-10,52,Alkali-impregnated N-doped carbon boosts CO2 affinity while remaining humidity-tolerant and scalable; performance depends strongly on alkali loading and regeneration strategy.,https://pubs.rsc.org/en/content/articlelanding/2015/ta/c5ta01776a,https://www.sciencedirect.com/science/article/abs/pii/S001623612502246X,https://pmc.ncbi.nlm.nih.gov/articles/PMC5706243/
NIST-MATDB-89e81937227ff55fd71de86adb493b79,ZIF-79,45,"Hydrophobic ZIFs can preserve CO2 selectivity under humidity, but ppm-level working capacity is typically limited and scale-up/shaping evidence for DAC is sparse.",https://onlinelibrary.wiley.com/doi/abs/10.1002/anie.201403535,https://www.sciencedirect.com/science/article/abs/pii/S1385894724027404,https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00630d
NIST-MATDB-908697dea727323b4e840a122e80c9a3,CPO-27-Mg(16%),55,"Open-metal sites give strong low-pressure CO2 binding, but water strongly competes at these sites, making humid-air cycling challenging without mitigation.",https://pubs.acs.org/doi/10.1021/la200547k,https://www.sciencedirect.com/science/article/abs/pii/S1385894722028484,https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00630d
NIST-MATDB-086b920211419f05c4b3b5ca777a38d0,DS-RF-F127,48,RF-derived carbon aerogels are humidity-tolerant and can be monolith-shaped; DAC performance is usually constrained by physisorptive CO2 binding unless pore chemistry is tuned.,https://www.mdpi.com/2310-2861/11/5/361,https://www.gecarbon.org/boletines/articulos/BoletinGEC_040-art2.pdf,https://www.sciencedirect.com/science/article/abs/pii/S001623612502246X
NIST-MATDB-215fbc93f658f8888a4e618b5d994f93,UTSA-16 WITH pva powder,66,UTSA-16 offers strong ultramicropore-driven low-pressure CO2 selectivity and can be processed with polymer binder; humidity and long-cycle pellet durability still need careful control.,https://pubs.rsc.org/en/content/articlelanding/2025/cc/d5cc02348a,https://pubs.acs.org/doi/10.1021/acs.jpcc.5b10120,https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00630d
NIST-MATDB-a320691f48e701c419bea37582969820,CuBTTri-mmen,80,"Diamine functionalization enables chemisorption suited to very low CO2 partial pressures; key risks are humid O2 stability, heat management, and scalable shaping validation.",https://pubs.rsc.org/en/content/articlelanding/2011/cc/c1cc14252a,https://pmc.ncbi.nlm.nih.gov/articles/PMC8256444/,https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00630d
NIST-MATDB-b0d212f8bf732b6dcb8ce42d4d75e9e2,Activated Carbon-700-1,46,"Low-cost, scalable, humidity-tolerant carbon; ppm-level capture is limited by weak physisorption unless ultramicropores or basic sites are engineered.",https://www.sciencedirect.com/science/article/abs/pii/S001623612502246X,https://pmc.ncbi.nlm.nih.gov/articles/PMC5706243/,https://pubs.rsc.org/en/content/articlelanding/2015/ta/c5ta01776a
NIST-MATDB-c422d2007633d4bce61c708dc86bfc2d,Zeolite Na-Y,60,FAU zeolite is readily pelletized and process-ready; strong water uptake in humid air can suppress CO2 working capacity unless formulation/silica level is optimized.,https://link.springer.com/article/10.1007/s10450-025-00599-3,https://pmc.ncbi.nlm.nih.gov/articles/PMC8851587/,https://pubs.rsc.org/en/content/articlelanding/2022/ta/d2ta06413a
NIST-MATDB-35b5d7b199752e1f0822f54d5b0b7248,Activated Carbon-700-0.5,45,"Similar scalability and humidity tolerance as other carbons, but typical working capacity at 400 ppm is modest without strong ultramicropore/chemistry optimization.",https://www.sciencedirect.com/science/article/abs/pii/S001623612502246X,https://pmc.ncbi.nlm.nih.gov/articles/PMC5706243/,https://pubs.rsc.org/en/content/articlelanding/2015/ta/c5ta01776a
NIST-MATDB-2bb71cdd34b285f8b89a7e1ba3aa16eb,Carbon Nitride Aerogel,50,N-rich aerogel surfaces can increase CO2 affinity and remain moisture-tolerant; still generally physisorption-limited at ppm and aerogel processing can be nontrivial at scale.,https://pubs.rsc.org/en/content/articlelanding/2015/ta/c5ta07174g,https://pubs.acs.org/doi/abs/10.1021/acs.langmuir.2c01987,https://www.mdpi.com/2310-2861/11/5/361
NIST-MATDB-2f3a55964b6f7f219ac339338233f6c8,50CPDA@A-C,55,Polydopamine-derived N-doped carbon coatings can add basic sites and robustness; DAC performance hinges on achieving ultramicroporosity and stable surface chemistry through cycling.,https://pubs.rsc.org/en/content/articlelanding/2017/se/c6se00086f,https://pubs.rsc.org/en/content/articlelanding/2015/ta/c5ta01776a,https://www.sciencedirect.com/science/article/abs/pii/S001623612502246X
NIST-MATDB-855f75ff9247c36f0a92c30040608729,Activated Carbon-800-0.5,47,"Higher activation often increases ultramicroporosity and low-pressure uptake, but capture remains physisorptive and may require deeper vacuum or larger contactors for DAC.",https://www.sciencedirect.com/science/article/abs/pii/S001623612502246X,https://pmc.ncbi.nlm.nih.gov/articles/PMC5706243/,https://pubs.rsc.org/en/content/articlelanding/2015/ta/c5ta01776a
NIST-MATDB-f0454fce487387e8e8a6d37c768fdf0d,MIL-96-A3,63,Water-stable Al-MOF shows humidity-resilient CO2 affinity and demonstrated shaping/monolith routes; ppm-level working capacity is moderate but regeneration is favorable.,https://pubs.rsc.org/en/content/articlelanding/2018/ta/c7ta09696h,https://pmc.ncbi.nlm.nih.gov/articles/PMC10176467/,https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00630d
NIST-MATDB-e2edb5c894eb1f9c108ec4fd518592aa,"MIL-100(Cr), activated at 250C",52,"Hydrothermally robust framework with practical regeneration, but largely physisorptive CO2 binding gives modest ppm working capacity unless amine-functionalized.",https://pubs.acs.org/doi/10.1021/cr5002589,https://www.sciencedirect.com/science/article/pii/S2773058125000110,https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00630d
NIST-MATDB-192211889f04a51973580a55bf9b0af2,Carbon KNC-A-K,53,"KOH-activated N-doped carbon can deliver strong ultramicroporosity and improved CO2 affinity; humidity tolerance and scalability are good, but regeneration may be vacuum-intensive.",https://pubs.acs.org/doi/10.1021/acs.iecr.6b01179,https://www.sciencedirect.com/science/article/abs/pii/S001623612502246X,https://pubs.acs.org/doi/abs/10.1021/acs.langmuir.2c01987
NIST-MATDB-5ab0dbe0639729711750ef4b97715f0f,UiO-66,60,Exceptional moisture stability and form-factor options; unfunctionalized CO2 capture at 400 ppm is moderate and may need functionalization or optimized cycling to excel.,https://www.sciencedirect.com/science/article/abs/pii/S1383586618331393,https://chemistry-europe.onlinelibrary.wiley.com/doi/10.1002/chem.202102181,https://pubs.rsc.org/en/content/articlehtml/2024/sc/d3sc06076d
NIST-MATDB-fdb592efa46fe9630da47167b690dd6d,Carbon KNC-A-HCI,51,"Acid-treated N-doped carbon can alter basic sites and porosity; scalable and humidity-tolerant, but ppm capture is typically limited without strong ultramicropore control.",https://pubs.acs.org/doi/10.1021/acs.iecr.6b01179,https://www.sciencedirect.com/science/article/abs/pii/S001623612502246X,https://pmc.ncbi.nlm.nih.gov/articles/PMC5706243/
NIST-MATDB-d10ee2068824481047c9461bfa997160,CPO-27-Mg(33%),52,Same open-metal-site benefits as CPO-27-Mg but higher nonporous fraction/binder typically dilutes capacity; humid air still strongly competes at adsorption sites.,https://pubs.acs.org/doi/10.1021/la200547k,https://www.sciencedirect.com/science/article/abs/pii/S1385894722028484,https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00630d
NIST-MATDB-ae0d502cac23487342055eb631499b88,mmen-Mg2(dobpdc),88,Cooperative amine chemisorption gives steep uptake at DAC partial pressures; moderate humidity can enhance capture and monolith-supported forms improve practical deployment.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8224824/,https://pubs.acs.org/doi/10.1021/acsami.7b02035,https://www.sciencedirect.com/science/article/abs/pii/S1385894723058503
NIST-MATDB-8d40f30f7d21b75186fa1d91bfc68e6b,Mg2(dobpdc)(mmen)1.6(H2O)0.4,80,"Cooperative chemisorption persists with partial hydration; moderate water can assist uptake, but excess co-adsorbed water can slow kinetics and raise regeneration energy.",https://pmc.ncbi.nlm.nih.gov/articles/PMC8256444/,https://www.sciencedirect.com/science/article/abs/pii/S1385894723058503,https://pubs.acs.org/doi/10.1021/acsami.7b02035
NIST-MATDB-868efdea50d656459aa96236f65022bf,MIL-96-A1,62,Humidity-resilient Al-MOF with demonstrated stability and shaping pathways; ppm working capacity is moderate but regeneration/cycling robustness are favorable.,https://pubs.rsc.org/en/content/articlelanding/2018/ta/c7ta09696h,https://pmc.ncbi.nlm.nih.gov/articles/PMC10176467/,https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00630d
NIST-MATDB-d4280c676f049998cbd6013519ecd990,UTSA-16 WITH pva 0.0%,64,"Strong low-pressure CO2 selectivity in powder form, but practical implementation depends on shaping strategy and managing humidity and pressure drop.",https://pubs.acs.org/doi/10.1021/acs.jpcc.5b10120,https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00630d,https://www.sciencedirect.com/science/article/pii/S138358662600273X
NIST-MATDB-5238355b0ee42455514b07e2fb58471a,Mg-A,56,Zeolite A is readily shaped and can adsorb CO2 strongly at low pressure; high water affinity often dominates under humid air and reduces CO2 working capacity.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8851587/,https://pubs.rsc.org/en/content/articlelanding/2022/ta/d2ta06413a,https://link.springer.com/article/10.1007/s10450-025-00599-3
NIST-MATDB-60bf87094cffa1c632e645f4b7cea0d4,Zeolite GIS,52,Ultramicroporous zeolite with strong framework stability and CO2 selectivity; humid-air capture is commonly limited by water co-adsorption.,https://www.mdpi.com/2073-4352/12/6/759,https://pmc.ncbi.nlm.nih.gov/articles/PMC8851587/,https://pubs.rsc.org/en/content/articlelanding/2022/ta/d2ta06413a
NIST-MATDB-f75bccc7594f5516f28b480feace96b7,Rht-MOF-7,58,Reported as a high-uptake CO2 adsorbent with strong binding motifs; key uncertainties are long-term hydrothermal stability and scalable shaping evidence.,https://pubs.rsc.org/en/content/articlepdf/2014/ta/c4ta03447f,https://pubs.acs.org/doi/10.1021/cr5002589,https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00630d
NIST-MATDB-78e8e8044f33dfb63d742cd181396dfc,Ni-MOF-74 (1),55,Strong low-pressure CO2 adsorption and fast kinetics from open sites; humidity competition can cause large capacity losses and complicate cyclic operation.,https://pubs.acs.org/doi/10.1021/acsami.7b02035,https://pubs.acs.org/doi/10.1021/la200547k,https://www.sciencedirect.com/science/article/abs/pii/S1385894722028484
NIST-MATDB-f8588d1c3c921eb65996480b08ede587,MIL-53(Al)/GNP 2.5%,56,Composite can improve thermal conductivity for cyclic adsorption while retaining MIL-53 stability; DAC performance remains moderate and composite processing must preserve porosity.,https://www.sciencedirect.com/science/article/abs/pii/S1387181115001916,https://pubs.acs.org/doi/10.1021/acs.chemrev.2c00270,https://link.springer.com/article/10.1007/s10973-019-08314-5
NIST-MATDB-9d023a670a2aedb5225d9cd365e24210,IRMOF-8,25,"IRMOF family is moisture-sensitive with rapid porosity loss, making humid-air capture and repeated regeneration impractical without protective modifications.",https://pubs.acs.org/doi/10.1021/cr5002589,https://dspace.mit.edu/bitstream/handle/1721.1/128201/s41578-019-0140-1.pdf?isAllowed=y&sequence=2,https://pubs.rsc.org/en/content/articlehtml/2024/sc/d3sc06076d
NIST-MATDB-7526b25f2c188c709d0fca7e8ce5843a,UTSA-16 WITH pva 2.0%,66,Binder-enabled shaping improves practicality with limited regeneration penalty; overall performance trades off capacity against mechanical durability and humidity management.,https://pubs.rsc.org/en/content/articlelanding/2025/cc/d5cc02348a,https://pubs.acs.org/doi/10.1021/acs.jpcc.5b10120,https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00630d
NIST-MATDB-cb5f75a7a94738e172a509a7208d0ea7,MIL-96-M1,63,Water-stable MIL-96 variants can sustain CO2 affinity under moderate humidity and are shapeable; DAC working capacity is moderate but cycling/regeneration are favorable.,https://pubs.rsc.org/en/content/articlelanding/2018/ta/c7ta09696h,https://pmc.ncbi.nlm.nih.gov/articles/PMC10176467/,https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00630d
NIST-MATDB-6314ef7e6bdc7dcfa8cda20f5878094f,Cu-BTTri,62,Open-metal-site triazolate framework supports relatively strong CO2 adsorption; humidity can still compete and deployment depends on robust shaping into low-pressure-drop forms.,https://pubs.rsc.org/en/content/articlelanding/2011/cc/c1cc14252a,https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00630d,https://pubs.acs.org/doi/10.1021/cr5002589
NIST-MATDB-129dcbd246c17a62512de56476f23466,Granular Activated Carbon,47,"Commercially scalable and easily shaped, but weak ppm-level binding limits DAC efficiency without chemical functionalization or very large contactors/vacuum swings.",https://www.sciencedirect.com/science/article/abs/pii/S001623612502246X,https://pmc.ncbi.nlm.nih.gov/articles/PMC5706243/,https://pubs.rsc.org/en/content/articlelanding/2015/ta/c5ta01776a
NIST-MATDB-6baacd17adbe1660968992336e7ecd9a,C52H18Tb6N26O48F6,58,Rare-earth fcu-MOF platform can tune CO2 adsorption energetics via polar interiors; promising low-pressure affinity but rare-earth cost and scale/shaping remain hurdles.,https://pubs.acs.org/doi/10.1021/ja401429x,https://repository.kaust.edu.sa/items/8ac17a08-2b28-4ff2-90da-349262d6ff5a,https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00630d
NIST-MATDB-f05359f0aaca24cfd5c9126a1ce4f0c0,UTSA-16 WITH pva 3.3%,65,Higher binder fraction typically improves robustness but dilutes capacity; still benefits from UTSA-16 ultramicropore selectivity if humidity is managed.,https://pubs.rsc.org/en/content/articlelanding/2025/cc/d5cc02348a,https://pubs.acs.org/doi/10.1021/acs.jpcc.5b10120,https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00630d
NIST-MATDB-ba20a006e5fbf1f1374f68c7af2660aa,Arg-Asp-MTV-MOF,65,Amino-acid-functional multivariate design can increase CO2 affinity and potentially tolerate humidity; limited industrial shaping and long-cycle validation data so far.,https://pubs.acs.org/doi/10.1021/jp4053538,https://chemrxiv.org/engage/chemrxiv/article-details/61dc8886636cc9a27346538c,https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00630d
NIST-MATDB-ef674de883655e5a6bfdc48235b4defe,PPN-6-SO3Li,63,Ionic porous polymer network boosts CO2 affinity and can be processed into robust forms; ppm-level working capacity and humidity response need application-specific validation.,https://pubs.acs.org/doi/10.1021/ja201626b,https://www.osti.gov/servlets/purl/1970455,https://www.sciencedirect.com/science/article/abs/pii/S001623612502246X
NIST-MATDB-c50637bf54a2d538f3d82d51fc4d9e36,CPF-13,55,"Charged ultramicroporous framework can yield strong CO2 selectivity at low pressure; practical shaping, humid-air cycling, and scale-up data appear limited.",https://adsorbents.canterbury.ac.nz/materials/2463,https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00630d,https://pubs.acs.org/doi/10.1021/cr5002589
NIST-MATDB-cf456ceb20be181c82372f598ccd6566,COF-102,38,High-porosity COF is mostly physisorptive with typically weak binding at ppm; competitive DAC use generally requires functionalization and stable shaping.,https://pubs.acs.org/doi/10.1021/ja9015765,https://www.sciencedirect.com/science/article/pii/S1004954111600475,https://chemrxiv.org/doi/pdf/10.26434/chemrxiv.11782149.v1
NIST-MATDB-d0457b10a84b406f2b918810c7a549eb,MIL-101(Cr)-150nm-PEI-1800,80,"PEI impregnation enables strong chemisorption and humidity-enhanced uptake; challenges are oxidative aging, diffusion limits with high-MW PEI, and heat management in shaped forms.",https://pubs.acs.org/doi/10.1021/acssuschemeng.6b01670,https://pubs.rsc.org/en/content/articlelanding/2014/ta/c4ta03648c,https://www.sciencedirect.com/science/article/abs/pii/S1385894722007446
NIST-MATDB-a5f2700018fabfecc4d4d0c9b084d6a3,75WT%-PEI-MIL-101(Cr),78,"Very high amine density can raise DAC capacity, but mass-transfer limitations and regeneration energy typically increase and long-term stability must be controlled.",https://pubs.acs.org/doi/10.1021/acssuschemeng.6b01670,https://pubs.rsc.org/en/content/articlelanding/2014/ta/c4ta03648c,https://www.sciencedirect.com/science/article/abs/pii/S1385894722007446
NIST-MATDB-6ec2eb5105384e6d374013695420ac86,MIL-53(Al)/GNP 10%,55,Added conductive filler can help thermal management but dilutes sorbent mass; CO2 uptake remains moderate and humidity effects must be balanced against cycling needs.,https://adsorbents.canterbury.ac.nz/materials/2201,https://www.sciencedirect.com/science/article/abs/pii/S1387181115001916,https://pubs.acs.org/doi/10.1021/acs.chemrev.2c00270
NIST-MATDB-f55cae58cff61d336d8b65bece21175f,MIL-101,52,"Robust, regenerable framework but mostly physisorptive CO2 binding; typically needs amine functionalization to achieve strong DAC working capacity.",https://pubs.acs.org/doi/10.1021/cr5002589,https://pubs.acs.org/doi/10.1021/acssuschemeng.6b01670,https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00630d
NIST-MATDB-ab995b569e3eef266e371252ec189e8b,UTSA-16,64,Ultramicroporous selectivity supports low-pressure capture with relatively mild regeneration; deployment hinges on shaping choice and managing water co-adsorption.,https://pubs.acs.org/doi/10.1021/acs.jpcc.5b10120,https://pubs.rsc.org/en/content/articlelanding/2025/cc/d5cc02348a,https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00630d
NIST-MATDB-70adc65753e53e19b9751edf07eb47c2,SBA-15,25,Bare mesoporous silica has weak CO2 binding at ppm; effective DAC generally requires amine loading on the support to create chemisorption sites.,https://patents.google.com/patent/US20150139887A1/en,https://www.academia.edu/15750739/CO2_capture_by_adsorption_Materials_and_process_development,https://www.osti.gov/servlets/purl/1970455
NIST-MATDB-3f1593375627dce26229e0712949c8ca,MIL-96-M2,62,Humidity-tolerant Al-MOF family with demonstrated stability and monolith processing; ppm working capacity is moderate but regeneration/cycling are favorable.,https://pubs.rsc.org/en/content/articlelanding/2018/ta/c7ta09696h,https://pmc.ncbi.nlm.nih.gov/articles/PMC10176467/,https://pubs.rsc.org/en/content/articlehtml/2021/ma/d1ma00630d
NIST-MATDB-6e5bb0d119f95689ee56d359aba8a38d,Ni/DOBDC loaded with 10 mmol/g water,20,"Heavy water occupation blocks open metal sites, sharply reducing CO2 uptake and increasing regeneration burden; repeated humid cycling can drive large capacity loss.",https://www.sciencedirect.com/science/article/abs/pii/S1385894722028484,https://pubs.acs.org/doi/10.1021/la200547k,https://pubs.acs.org/doi/10.1021/acsami.7b02035
NIST-MATDB-ee825d2edd557c97cde1b683a28cdf11,Bio-MOF-12,57,Bio-MOF pore decoration improves water stability and can enhance CO2/N2 selectivity; absolute ppm working capacity and industrial shaping evidence are still limited.,https://pubs.rsc.org/en/content/articlelanding/2013/sc/c3sc22207a,https://www.rsc.org/suppdata/sc/c3/c3sc22207a/c3sc22207a_2.pdf,https://pubs.acs.org/doi/10.1021/acs.iecr.0c04522
NIST-MATDB-37e11b87b884c19a9b7d375d3f2826a7,UiO-66/GO-5,63,Water-stable Zr-MOF with GO improving heat transfer/shaping; CO2 affinity mostly physisorption so DAC capacity is moderate.,https://www.koreascience.or.kr/article/JAKO201507639697128.page,https://onlinelibrary.wiley.com/doi/10.1002/tcr.202100030,https://pubs.acs.org/doi/10.1021/cr5002589
NIST-MATDB-fda8fe6cf4a0530645e7c92e01896f7f,PPN-6-SO3H,66,"Sulfonated porous polymer adds strong polar sites and is chemically robust, but water can compete and uptake at 400 ppm is limited.",https://pubs.rsc.org/en/content/getauthorversionpdf/c3ee42118c,https://onlinelibrary.wiley.com/doi/full/10.1002/cnl2.70063,https://www.mdpi.com/2311-5629/9/1/17
NIST-MATDB-4948be456a6d7e72e264d323fa462f8b,UTSA-16-GO (19 mg),67,MOF/GO composite retains UTSA-16 selectivity and can better manage humidity; still needs careful cycling control for real air streams.,https://www.sciencedirect.com/science/article/abs/pii/S1385894722015931,https://pubs.acs.org/doi/10.1021/acsami.7b03147,https://www.nature.com/articles/ncomms1956
NIST-MATDB-2b87615ee4df5a43e4266e7f71590cc0,PPN-6-SO3NH4,68,Ionic sulfonate sites boost low-pressure CO2 affinity and maintain polymer stability; humidity can reduce working capacity but regeneration is feasible.,https://pubs.rsc.org/en/content/getauthorversionpdf/c3ee42118c,https://onlinelibrary.wiley.com/doi/full/10.1002/cnl2.70063,https://www.mdpi.com/2311-5629/9/1/17
NIST-MATDB-8e55461b906f16468b20f94f58cda28b,SAPO-34,60,"CHA-type zeolite offers strong CO2/N2 selectivity and scalable shaping, yet water co-adsorption can suppress CO2 capture in humid air.",https://pmc.ncbi.nlm.nih.gov/articles/PMC9147644/,https://pubs.acs.org/doi/10.1021/acsaem.2c03605,https://www.pnas.org/doi/10.1073/pnas.2211544119
NIST-MATDB-1b640cdaf885a25b91b8daa3c3416e79,NU-125-F1,54,"High-surface-area MOF with decent CO2 uptake, but limited ultra-dilute affinity and uncertain humid-air performance without functionalization.",https://www.sciencedirect.com/science/article/pii/S2213343722018036,https://pubs.rsc.org/en/content/articlehtml/2024/sc/d3sc06076d,https://pubs.acs.org/doi/10.1021/cr5002589
NIST-MATDB-c69b630452d51bf76d641d393171ffed,DMOF-1-NH2,58,"Amine-functional MOF improves CO2 affinity versus parent framework, but humidity tolerance and scalable shaping remain mid-tier.",https://www.sciencedirect.com/science/article/pii/S2213343722018036,https://pubs.rsc.org/en/content/articlehtml/2024/sc/d3sc06076d,https://pubs.acs.org/doi/10.1021/cr5002589
NIST-MATDB-06d1ff3ad689defe72c7ca7d38f20302,CGUC-0.5-6,57,"Ultramicroporous biomass-derived carbon can adsorb CO2 at low pressures and regenerates easily, but selectivity at 400 ppm is modest.",https://www.mdpi.com/1996-1073/17/5/1205,https://pmc.ncbi.nlm.nih.gov/articles/PMC9275103/,https://www.sciencedirect.com/science/article/pii/S1385894715005719
NIST-MATDB-08300eab15aea31b72babc689e8647e5,CPO-27-Mg(50%),52,"Open-metal-site MOF-74 chemistry gives strong CO2 binding, but dilution/shaping plus water sensitivity lowers humid-air DAC practicality.",https://www.sciencedirect.com/science/article/pii/S2213343722018036,https://pubs.rsc.org/en/content/articlehtml/2024/sc/d3sc06076d,https://pubs.acs.org/doi/10.1021/cr5002589
NIST-MATDB-1b85b1862d4e9cc2e0f46d0e2698ab79,MIL-53(Al),58,"Breathing Al-MOF is relatively water-stable and regenerable, yet low-ppm uptake is moderate and performance is sensitive to humidity/structure state.",https://www.sciencedirect.com/science/article/pii/S2213343722018036,https://pubs.rsc.org/en/content/articlehtml/2024/sc/d3sc06076d,https://pubs.acs.org/doi/10.1021/cr5002589
NIST-MATDB-aab1a5e2760994dbd7f9f5b19c77cf91,NS1,50,"Likely carbon-type adsorbent with good stability and easy regeneration, but physisorption limits ultra-dilute CO2 working capacity.",https://www.mdpi.com/1996-1073/17/5/1205,https://pmc.ncbi.nlm.nih.gov/articles/PMC9275103/,https://www.sciencedirect.com/science/article/pii/S1385894715005719
NIST-MATDB-0aede9fe826f214c750b0855c0fc1188,MIL-96-M3,61,"Water-stable Al-MOF with polar pores supports moderate low-pressure CO2 capture and practical shaping, though not strong chemisorption.",https://www.sciencedirect.com/science/article/pii/S2213343722018036,https://pubs.rsc.org/en/content/articlehtml/2024/sc/d3sc06076d,https://pubs.acs.org/doi/10.1021/cr5002589
NIST-MATDB-64e07e531fddc86474f51f05922c53f9,Carbon Composite C1-30,50,"Composite carbon form improves handling/shaping and cycling, but CO2 capture remains physisorption-limited at ambient ppm levels.",https://www.mdpi.com/1996-1073/17/5/1205,https://pmc.ncbi.nlm.nih.gov/articles/PMC9275103/,https://www.sciencedirect.com/science/article/pii/S1385894715005719
NIST-MATDB-3a22d749e2e3da28fec1e1753bb75c69,[(CH3)NH2]3[(Cu4Cl)3-(btc)8].xMeOH,44,"Cu–btc framework can bind CO2, but Cu nodes are moisture-sensitive and shaping/cycling stability are concerns for humid DAC.",https://www.sciencedirect.com/science/article/pii/S2213343722018036,https://pubs.rsc.org/en/content/articlehtml/2024/sc/d3sc06076d,https://pubs.acs.org/doi/10.1021/cr5002589
NIST-MATDB-7bf7c552e533131e05103e2410893349,PCN-16,45,"Porous MOF likely offers moderate CO2 uptake, yet humid-air stability and practical shaping data are limited.",https://www.sciencedirect.com/science/article/pii/S2213343722018036,https://pubs.rsc.org/en/content/articlehtml/2024/sc/d3sc06076d,https://pubs.acs.org/doi/10.1021/cr5002589
NIST-MATDB-0ec2e0be23c6860823b24103ecbda9b4,MNS-Activated Carbon A,50,"Activated carbon is scalable and humidity-tolerant with easy regeneration, but low-ppm CO2 capacity is typically moderate.",https://www.mdpi.com/1996-1073/17/5/1205,https://pmc.ncbi.nlm.nih.gov/articles/PMC9275103/,https://www.sciencedirect.com/science/article/pii/S1385894715005719
NIST-MATDB-70cde38722375e588739b00cbc6d22a1,GO-BBF4/MOF-60,55,"GO/IL–MOF composite can increase CO2 affinity and improve heat management, but performance depends on pore blocking and ionic-liquid stability.",https://www.sciencedirect.com/science/article/pii/S2213343722018036,https://pubs.rsc.org/en/content/articlehtml/2024/sc/d3sc06076d,https://pubs.acs.org/doi/10.1021/cr5002589
NIST-MATDB-ee06bc7c02c76a35bf90e9aebb45d2c2,NS2,49,Likely carbon-based adsorbent; robust and regenerable but limited intrinsic affinity for 400 ppm CO2 without functional groups.,https://www.mdpi.com/1996-1073/17/5/1205,https://pmc.ncbi.nlm.nih.gov/articles/PMC9275103/,https://www.sciencedirect.com/science/article/pii/S1385894715005719
NIST-MATDB-c545044aea679921ec5ca79ada2ca7da,UiO-66/GO-10,60,More GO can aid shaping/thermal conductivity but may block microporosity; overall CO2 affinity remains moderate under DAC conditions.,https://www.koreascience.or.kr/article/JAKO201507639697128.page,https://onlinelibrary.wiley.com/doi/10.1002/tcr.202100030,https://pubs.acs.org/doi/10.1021/cr5002589
