material_id,material_name,family_id,family_name,recat_basis,family,subtype,confidence,notes
NIST-MATDB-ca340ed7906c668a8540e2309a390609,MIL-53(Al)/GNP 5%,4,MOFs,MOF/coordination marker or prior family,Functionalized / composite MOF / coordination framework,MIL (Materials of Institute Lavoisier),high,MOF keyword/series name
NIST-MATDB-175ee9d430f2213cfbc63d0329699f15,CPO-27-Mg(100%),4,MOFs,MOF/coordination marker or prior family,Functionalized / composite MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name
NIST-MATDB-908697dea727323b4e840a122e80c9a3,CPO-27-Mg(16%),4,MOFs,MOF/coordination marker or prior family,Functionalized / composite MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name
NIST-MATDB-d10ee2068824481047c9461bfa997160,CPO-27-Mg(33%),4,MOFs,MOF/coordination marker or prior family,Functionalized / composite MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name
NIST-MATDB-08300eab15aea31b72babc689e8647e5,CPO-27-Mg(50%),4,MOFs,MOF/coordination marker or prior family,Functionalized / composite MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name
NIST-MATDB-fe8d80034beb755a1f276419829ecd83,CPO-27-Mg(67%),4,MOFs,MOF/coordination marker or prior family,Functionalized / composite MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name
NIST-MATDB-86129ec2b61e09e322f19ed206e28f0a,CPO-27-Mg(83%),4,MOFs,MOF/coordination marker or prior family,Functionalized / composite MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name
NIST-MATDB-f1e4e55912fe38a58d727509602f3c8d,Mn-MOF-74 with residual MeOH,4,MOFs,MOF/coordination marker or prior family,Functionalized / composite MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-27eb8d9c588a3c4cceff7951475496b0,Ni-MOF-74 with residual MeOH,4,MOFs,MOF/coordination marker or prior family,Functionalized / composite MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-b80eb8fc1b6c3216445c9597ce593b01,Ni/DOBDC loaded with 1 mmol/g water,4,MOFs,MOF/coordination marker or prior family,Functionalized / composite MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name
NIST-MATDB-6e5bb0d119f95689ee56d359aba8a38d,Ni/DOBDC loaded with 10 mmol/g water,4,MOFs,MOF/coordination marker or prior family,Functionalized / composite MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name
NIST-MATDB-d477ed876588784da6d5ab8769eb5c1e,Ni/DOBDC loaded with 19.9 mmol/g water,4,MOFs,MOF/coordination marker or prior family,Functionalized / composite MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name
NIST-MATDB-f29619ff5c27d34610393f9862631f0e,Ni/DOBDC loaded with 26.7 mmol/g water,4,MOFs,MOF/coordination marker or prior family,Functionalized / composite MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name
NIST-MATDB-e1213dd6a685f8e7ceb99453a62dc5e8,Ni/DOBDC loaded with 3.4 mmol/g water,4,MOFs,MOF/coordination marker or prior family,Functionalized / composite MOF / coordination framework,MOF-74 / CPO-27 / M2(dobdc) family,high,MOF keyword/series name
NIST-MATDB-91b5dda81323da10db47034abaf22019,ZIF-8-90 0%,4,MOFs,MOF/coordination marker or prior family,Functionalized / composite MOF / coordination framework,ZIF (imidazolate framework),high,MOF keyword/series name
NIST-MATDB-9b4ce3b98af846393c4e66dbcf5d86f1,ZIF-8-90 100%,4,MOFs,MOF/coordination marker or prior family,Functionalized / composite MOF / coordination framework,ZIF (imidazolate framework),high,MOF keyword/series name
NIST-MATDB-449dc37c8359ad97e595b3d924af4fed,ZIF-8-90 30%,4,MOFs,MOF/coordination marker or prior family,Functionalized / composite MOF / coordination framework,ZIF (imidazolate framework),high,MOF keyword/series name
NIST-MATDB-21feb0836e632e8894452eb8d408e014,ZIF-8-90 50%,4,MOFs,MOF/coordination marker or prior family,Functionalized / composite MOF / coordination framework,ZIF (imidazolate framework),high,MOF keyword/series name
NIST-MATDB-e883c76b97649d691b5432a6a2ad4772,ZIF-8-90 70%,4,MOFs,MOF/coordination marker or prior family,Functionalized / composite MOF / coordination framework,ZIF (imidazolate framework),high,MOF keyword/series name
NIST-MATDB-18a85ebd6bae784a1fa6550a1082042a,Co(II)/SSZ-13,1,Zeolites,zeolite/zeotype marker or prior family,Functionalized / composite Zeolite / molecular sieve,,high,explicit zeolite/molecular sieve term
NIST-MATDB-974bf9a1a94db8a9762fbde972a76840,Ni(II)/SSZ-13,1,Zeolites,zeolite/zeotype marker or prior family,Functionalized / composite Zeolite / molecular sieve,,high,explicit zeolite/molecular sieve term
NIST-MATDB-7c948c8ae433a114af89b441d164e445,Zeolite KX@KA core-shell,1,Zeolites,zeolite/zeotype marker or prior family,Functionalized / composite Zeolite / molecular sieve,,high,explicit zeolite/molecular sieve term
NIST-MATDB-e12ae22651c677bdadcc98e5020a0a96,Zeolite NaX@NaA core-shell,1,Zeolites,zeolite/zeotype marker or prior family,Functionalized / composite Zeolite / molecular sieve,,high,explicit zeolite/molecular sieve term
NIST-MATDB-462f95bac55fbe1c145f8b9d558d29f0,13X zeolite with Si/Al = 1.4,1,Zeolites,zeolite/zeotype marker or prior family,Functionalized / composite Zeolite / molecular sieve,FAU-type (13X/NaX),high,explicit zeolite/molecular sieve term
NIST-MATDB-d1596e5b352398521e21dbba3aa1139b,Zeo-5A@MOD-74-1,1,Zeolites,zeolite/zeotype marker or prior family,Functionalized / composite Zeolite / molecular sieve,LTA-type (A zeolite),high,commercial zeolite code
NIST-MATDB-cc2307c16d984e7a553f3fd73011b21d,ZSM-5 zeolite (Si/Al=15),1,Zeolites,zeolite/zeotype marker or prior family,Functionalized / composite Zeolite / molecular sieve,MFI-type (ZSM-5/Silicalite),high,explicit zeolite/molecular sieve term
NIST-MATDB-38543b7b938f8742a154fd5b9afc1945,ZSM-5 zeolite (Si/Al=29),1,Zeolites,zeolite/zeotype marker or prior family,Functionalized / composite Zeolite / molecular sieve,MFI-type (ZSM-5/Silicalite),high,explicit zeolite/molecular sieve term
NIST-MATDB-f21a7bb0decee4b1df73ccdb7c751123,ZSM-5 zeolite (Si/Al=60),1,Zeolites,zeolite/zeotype marker or prior family,Functionalized / composite Zeolite / molecular sieve,MFI-type (ZSM-5/Silicalite),high,explicit zeolite/molecular sieve term
NIST-MATDB-3844808680d0cb02b0da47d528cdc972,SOF-1 Activated,6,Porous polymers,polymer/HOF/SOF marker or prior family,HOF / SOF (hydrogen-bonded supramolecular organic framework),HOF/SOF,high,SOF-1 is a supramolecular organic framework / hydrogen-bonded organic framework
NIST-MATDB-895aa514507d242d5062b7a2742cea92,((Me2NH2)In(NH2BDC)2),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-8df803a1cc1143596b41c3b1e86b0e89,(LiCl)[Ni(bdc)(ted)0.5] t=100,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-3f5113eb12c69c03ce3ce319d65edc5d,(LiCl)[Ni(bdc)(ted)0.5] t=15,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-25536b80165e8b2d1525a255abab835c,(LiCl)[Zn(bdc)(ted)0.5],4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-0456f796ed622bae59a2826c194cd1a7,(LiCl)[Zn(bdc)(ted)0.5] t=100 sec,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-359c458e300c4b1329cd96637b84edba,(LiCl)[Zn(bdc)(ted)0.5] t=15 sec,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-3a650ab57f585098f15b7607aeb8fdb6,Al-soc-MOF-1,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-af8a5b6c70b03db7ea3aa79b523f5981,Al-soc-MOF-3,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-ccf8b96101369e576b07a46e1403c63f,Ala-MTV-MOF,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-ba20a006e5fbf1f1374f68c7af2660aa,Arg-Asp-MTV-MOF,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-85fcc6055ba3ac2715a9d7ef6112cfa9,Bio-MOF-11,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-ee825d2edd557c97cde1b683a28cdf11,Bio-MOF-12,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-7d1571382dd79cf21cfb21568cdc0ccf,CAU-1,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-06d1ff3ad689defe72c7ca7d38f20302,CGUC-0.5-6,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-c50637bf54a2d538f3d82d51fc4d9e36,CPF-13,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-76ad3891de2cb0510edb534e0080ec5d,CPL-2,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-92b95c2098a3915fe7e1956347838103,CPM-5,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-373a3bef6faa5fa7a5f18c0a9f447ee3,CPM-6,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-620c2bb19ef3139e5ab5739c92127cf0,Co-DABCO,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-c6ce28299b2198852925ab5ee5acaaf6,Co-MOF,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-6314ef7e6bdc7dcfa8cda20f5878094f,Cu-BTTri,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-4092ca2b1dd76e307308821db726503b,Cu-DABCO,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-538bd03ac72c166743a59dc8a6dfd96d,Cu-F-MOF-4B,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-7afa6cd2b9010a5fee66c761d34f79ff,Cu-MOF,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-dd648c6388274576eaa6f506d849b3f9,Cu-TDPAT,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-342fc1d93ed53875ada158f7c632a025,Cu3(NH2btc)2,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-a320691f48e701c419bea37582969820,CuBTTri-mmen,7,Solid amines,marker (PEI/TEPA/TRI-PE/mmen/dmen/amine modified),MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-c69b630452d51bf76d641d393171ffed,DMOF-1-NH2,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-7f7a1b81498be352479710cc2ebcb1af,DMOF-1-NHMe,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-af02f191394f0aa66f175aa041a9dc3c,DMOF-1-NMe2,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-ab533fc2a7cf431fa2f589c1e331a5a0,F-MOF-4,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-41bb0c810ccb85f1d53b4798ab03b75e,H-DNL-6,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-867d22da3857db1515e3bf4d53c7af18,In-MOF,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-8ca97181a915b3315c51f6f45cfaa192,JLU-Liu2,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-81dc05f20ad40a694639a830df83587b,JLU-Liu2-en,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-bc67bb25855d7be2699e74c6aba03a65,JUC-132,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-c74b87e0b90bb6ea25ba35ef4da2d46e,L-DNL-6,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-48b2e743b207146677e68ab475633f9e,LJ+P-MOF,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-8da73f15002f6d079cf4cd74f63aed8a,M-DNL-6,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-7a555552c8aee83a550c926b85ab892a,MEN-CuBTTri,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-3d1309d1a1cd58e0b8004481c0266894,MOF,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-ddd6f2d174f6d5cc75ee1fda94840dd8,MOF-14,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-bbd809480ca8c8d0e4d066e70a9719d1,MOF-177,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-07af26bd81573554d0dfd228787e3e50,MOF-1C',4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-139fa76b34e8599641ff3814365cf4b4,MOF-200,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-49b3901cd2656f97291715da8f729502,MOF-5-NO2,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-f9353591221e5da5e0faf47633762b5f,MOF-5-NO2-Cl,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-5e2490f9a98edd872e273328f3f735ab,MOF-5-NO2-NH2,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-a88ffaca24692eb41554507d2a407b33,MONT 3,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-879a471ba7d223fe3a65d3f3bb80507e,MONT 5,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-dc292bab022f610ead2847415894c95d,MONT 6,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-bf56cbf1f903b6c15be03b71696c8ce4,MONT 7,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-72046d9d9520765dfea5882fd3270701,MSP-20,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-1c6aa7a76b665592a4273f946a6de031,Mg-MOF-1,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-68f2fa66694d3823a2626268a09ab5c5,Mg2(dobpdc),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-8d40f30f7d21b75186fa1d91bfc68e6b,Mg2(dobpdc)(mmen)1.6(H2O)0.4,7,Solid amines,marker (PEI/TEPA/TRI-PE/mmen/dmen/amine modified),MOF / coordination framework,,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-7aa6f7200318ad474b557940bc6726c0,NJTU-1,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-c9b48f1b01eb70760c7d618b9ac9c937,NOTT-300,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-a9ccb86911ddd4a4b4af5ee8b73bde32,Ni(bdc)(ted)0.5 t=100,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-926d1905876e5a3799800f1975abb685,Ni(bdc)(ted)0.5 t=15,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-e8d6adfaa6759f2e51833b7167572615,Ni-DABCO,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-dc4a43b9a6788aaae8c2571e8d16fd56,O-TTPP,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-bb07aa50e193a2d080071143b11d8a9a,Opt-Cu3(BTC)2,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-683b57f7fd74936533ef32fc642f2920,PPN-6,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-fda8fe6cf4a0530645e7c92e01896f7f,PPN-6-SO3H,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-ef674de883655e5a6bfdc48235b4defe,PPN-6-SO3Li,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-2b87615ee4df5a43e4266e7f71590cc0,PPN-6-SO3NH4,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-26d7224b8786c7edd673527fa00db6f4,Pip-CuBTTri,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-67e68ad5f5ed3ff925ae45a107fe6eef,S-TTPP,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-7df915376acc18a3c328f6dc00b05a60,SALI-DAP,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-2cb720f956fd4465586ef509e951cc30,SALI-F3G,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-f53d2560f462316f1a8cb0d450be637b,SNS2-10,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-b39e34bfb7c84792f722059334f5997b,SNS2-20,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-c8f4c078b4a081946d94943919a5aa6f,Sc3(BTC)2(OH)3,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-68a48f466949d3c6ea7faa50d7d5823c,Sc3(Me-BTC)2(OH)3,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-be9f51ea48c4eeb348d95a383edddd8a,Tb-pek-MOF-1,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-69bc6ae7b2ce797ecbfa097cbe408487,UCY-1,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-352b605242cc1f4890e99b90b61d9dfb,UHM-6,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-f7d7eceed263e0880a5a6c67d71df113,UHM-7,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-d2dbb478f89f71c8c4c16681abca0ab7,USO-2-Ni-MOF,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-ed34e057b2286e99512ed86ee5feb451,Wessalite DAY,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula; explicit zeolite/molecular sieve term
NIST-MATDB-0fda178e19926b1dd1cb87d13b6c9b8f,Y-ftw-MOF-2,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-a0ccfbbbc17279f073aa1146a3a79ee1,Zn(NDC)(DPMBI),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-6fd1bd97a5b2289108bee3430b51618c,Zn(bdc)(ted)0.5,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-f50178feb6eab96fde610667b8810aff,Zn(bdc)(ted)0.5 t=100 sec,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-d5f1f7e5937ef0b690c89a27eb38edda,Zn(bdc)(ted)0.5 t=15 sec,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name
NIST-MATDB-df647d61b00b35b8b88ae26030802346,Zn-DABCO,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-27e3a123ddd4bddb2312bff6c9934856,Zn-F-MOF-4B,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-64f24ccf3ef235f119e73a2ebe656aea,Zn-MOF,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-50af984898e0292f0da158135dffa953,Zn2(NDC)2(DPNI),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-6e0014114e24ab8e83b8782e3c9ed523,ZnAcBPDC,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-1ce14eb3e9cae7c5664342ced717c6d0,ZnBuBPDC,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-db9292834bd222bebfdb169ed5de5afc,ZrFA,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula; contains polymer keyword
NIST-MATDB-65e7fb324bc42f9c7055f4cfabfd64d7,[(CH3)NH2]3[(Cu4Cl)3-(btc)8].TEA,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-67f9a37c06f056f6d0e2e8447ce4ff70,[(CH3)NH2]3[(Cu4Cl)3-(btc)8].TMA,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-aa0b4e9f9ce8faad1fe53b09ff30d809,[(CH3)NH2]3[(Cu4Cl)3-(btc)8].TPA,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-3a22d749e2e3da28fec1e1753bb75c69,[(CH3)NH2]3[(Cu4Cl)3-(btc)8].xMeOH,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-ecad61a945ec45f25d477db94aef540f,[Al(OH) (SBPDC)],4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-c00ab17cb1a88a0d61852c7a1392422e,[Cd3Na6(BTC)4(H2O)12]H2O,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-420f1c96824a487b86d930efcfb885ff,[Cd3Na6(BTC)4(H2O)12]H2O(CEH),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,medium,MOF keyword/series name; bracketed complex or formula
NIST-MATDB-a35b84e9101e5e1b5e7fba3ccc8b0590,bio-MOF-13 (Configuration I),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-6f1049ca8d9d2a41b8100e6ffee5e6be,bio-MOF-13 (Configuration II),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-e18250ff7d7a25988e14675e50c11a4e,bio-MOF-14 (Configuration I),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-182052ee9282b838dd8058f1bf6fdd53,bio-MOF-14 (Configuration III),4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-e6b24d002f0be7b19db9e4a0b3345ee7,eea-MOF-4,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-bbd4c0c32dbd9f7b1df341984b71983f,eea-MOF-5,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-fab951d1e53d35279d22a30a416c2e08,gea-MOF-1,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-ae0d502cac23487342055eb631499b88,mmen-Mg2(dobpdc),7,Solid amines,marker (PEI/TEPA/TRI-PE/mmen/dmen/amine modified),MOF / coordination framework,,high,MOF keyword/series name
NIST-MATDB-e7c1a673818ca05ad7638253e9b7cbc3,DUT-25,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,DUT series,medium,MOF keyword/series name
NIST-MATDB-8b974cf2ade12499647b701a22e06778,DUT-5,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,DUT series,medium,MOF keyword/series name
NIST-MATDB-416c6a5472c887712eda9008c47df1d5,CuBTC,4,MOFs,MOF/coordination marker or prior family,MOF / coordination framework,HKUST-1 / Cu-BTC family,high,MOF keyword/series name; bracketed complex or formula
